file_id_namespace	file_id	subject_id_namespace	subject_id
https://motrpac-data.org/	motrpac-external-1:90047015503_bismark.cov_v1.gz	https://motrpac-data.org/	10028056
https://motrpac-data.org/	motrpac-external-1:90047015804_bismark.cov_v1.gz	https://motrpac-data.org/	10028056
https://motrpac-data.org/	motrpac-external-1:90047016802_bismark.cov_v1.gz	https://motrpac-data.org/	10028056
https://motrpac-data.org/	motrpac-external-1:90047017002_bismark.cov_v1.gz	https://motrpac-data.org/	10028056
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10028056
https://motrpac-data.org/	motrpac-external-1:90028015503_bismark.cov_v1.gz	https://motrpac-data.org/	10028137
https://motrpac-data.org/	motrpac-external-1:90028015804_bismark.cov_v1.gz	https://motrpac-data.org/	10028137
https://motrpac-data.org/	motrpac-external-1:90028016802_bismark.cov_v1.gz	https://motrpac-data.org/	10028137
https://motrpac-data.org/	motrpac-external-1:90028017002_bismark.cov_v1.gz	https://motrpac-data.org/	10028137
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10028137
https://motrpac-data.org/	motrpac-external-1:90043015503_bismark.cov_v1.gz	https://motrpac-data.org/	10028560
https://motrpac-data.org/	motrpac-external-1:90043015804_bismark.cov_v1.gz	https://motrpac-data.org/	10028560
https://motrpac-data.org/	motrpac-external-1:90043016802_bismark.cov_v1.gz	https://motrpac-data.org/	10028560
https://motrpac-data.org/	motrpac-external-1:90043017002_bismark.cov_v1.gz	https://motrpac-data.org/	10028560
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10028560
https://motrpac-data.org/	motrpac-external-1:90029015503_bismark.cov_v1.gz	https://motrpac-data.org/	10028641
https://motrpac-data.org/	motrpac-external-1:90029015804_bismark.cov_v1.gz	https://motrpac-data.org/	10028641
https://motrpac-data.org/	motrpac-external-1:90029016802_bismark.cov_v1.gz	https://motrpac-data.org/	10028641
https://motrpac-data.org/	motrpac-external-1:90029017002_bismark.cov_v1.gz	https://motrpac-data.org/	10028641
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10028641
https://motrpac-data.org/	motrpac-external-1:90009015503_bismark.cov_v1.gz	https://motrpac-data.org/	10028722
https://motrpac-data.org/	motrpac-external-1:90009015804_bismark.cov_v1.gz	https://motrpac-data.org/	10028722
https://motrpac-data.org/	motrpac-external-1:90009016802_bismark.cov_v1.gz	https://motrpac-data.org/	10028722
https://motrpac-data.org/	motrpac-external-1:90009017002_bismark.cov_v1.gz	https://motrpac-data.org/	10028722
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10028722
https://motrpac-data.org/	motrpac-external-1:90001015503_bismark.cov_v1.gz	https://motrpac-data.org/	10029028
https://motrpac-data.org/	motrpac-external-1:90001015804_bismark.cov_v1.gz	https://motrpac-data.org/	10029028
https://motrpac-data.org/	motrpac-external-1:90001016802_bismark.cov_v1.gz	https://motrpac-data.org/	10029028
https://motrpac-data.org/	motrpac-external-1:90001017002_bismark.cov_v1.gz	https://motrpac-data.org/	10029028
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10029028
https://motrpac-data.org/	motrpac-external-1:90041015503_bismark.cov_v1.gz	https://motrpac-data.org/	10029109
https://motrpac-data.org/	motrpac-external-1:90041015804_bismark.cov_v1.gz	https://motrpac-data.org/	10029109
https://motrpac-data.org/	motrpac-external-1:90041016802_bismark.cov_v1.gz	https://motrpac-data.org/	10029109
https://motrpac-data.org/	motrpac-external-1:90041017002_bismark.cov_v1.gz	https://motrpac-data.org/	10029109
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10029109
https://motrpac-data.org/	motrpac-external-1:90023015503_bismark.cov_v1.gz	https://motrpac-data.org/	10029370
https://motrpac-data.org/	motrpac-external-1:90023015804_bismark.cov_v1.gz	https://motrpac-data.org/	10029370
https://motrpac-data.org/	motrpac-external-1:90023016802_bismark.cov_v1.gz	https://motrpac-data.org/	10029370
https://motrpac-data.org/	motrpac-external-1:90023017002_bismark.cov_v1.gz	https://motrpac-data.org/	10029370
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10029370
https://motrpac-data.org/	motrpac-external-1:90053015503_bismark.cov_v1.gz	https://motrpac-data.org/	10029451
https://motrpac-data.org/	motrpac-external-1:90053015804_bismark.cov_v1.gz	https://motrpac-data.org/	10029451
https://motrpac-data.org/	motrpac-external-1:90053016802_bismark.cov_v1.gz	https://motrpac-data.org/	10029451
https://motrpac-data.org/	motrpac-external-1:90053017002_bismark.cov_v1.gz	https://motrpac-data.org/	10029451
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10029451
https://motrpac-data.org/	motrpac-external-1:90011015503_bismark.cov_v1.gz	https://motrpac-data.org/	10029613
https://motrpac-data.org/	motrpac-external-1:90011015804_bismark.cov_v1.gz	https://motrpac-data.org/	10029613
https://motrpac-data.org/	motrpac-external-1:90011016802_bismark.cov_v1.gz	https://motrpac-data.org/	10029613
https://motrpac-data.org/	motrpac-external-1:90011017002_bismark.cov_v1.gz	https://motrpac-data.org/	10029613
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10029613
https://motrpac-data.org/	motrpac-external-1:90007015503_bismark.cov_v1.gz	https://motrpac-data.org/	10029885
https://motrpac-data.org/	motrpac-external-1:90007015804_bismark.cov_v1.gz	https://motrpac-data.org/	10029885
https://motrpac-data.org/	motrpac-external-1:90007016802_bismark.cov_v1.gz	https://motrpac-data.org/	10029885
https://motrpac-data.org/	motrpac-external-1:90007017002_bismark.cov_v1.gz	https://motrpac-data.org/	10029885
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10029885
https://motrpac-data.org/	motrpac-external-1:90008015503_bismark.cov_v1.gz	https://motrpac-data.org/	10029966
https://motrpac-data.org/	motrpac-external-1:90008015804_bismark.cov_v1.gz	https://motrpac-data.org/	10029966
https://motrpac-data.org/	motrpac-external-1:90008016802_bismark.cov_v1.gz	https://motrpac-data.org/	10029966
https://motrpac-data.org/	motrpac-external-1:90008017002_bismark.cov_v1.gz	https://motrpac-data.org/	10029966
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10029966
https://motrpac-data.org/	motrpac-external-1:90042015503_bismark.cov_v1.gz	https://motrpac-data.org/	10030034
https://motrpac-data.org/	motrpac-external-1:90042015804_bismark.cov_v1.gz	https://motrpac-data.org/	10030034
https://motrpac-data.org/	motrpac-external-1:90042016802_bismark.cov_v1.gz	https://motrpac-data.org/	10030034
https://motrpac-data.org/	motrpac-external-1:90042017002_bismark.cov_v1.gz	https://motrpac-data.org/	10030034
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10030034
https://motrpac-data.org/	motrpac-external-1:90052015503_bismark.cov_v1.gz	https://motrpac-data.org/	10030387
https://motrpac-data.org/	motrpac-external-1:90052015804_bismark.cov_v1.gz	https://motrpac-data.org/	10030387
https://motrpac-data.org/	motrpac-external-1:90052016802_bismark.cov_v1.gz	https://motrpac-data.org/	10030387
https://motrpac-data.org/	motrpac-external-1:90052017002_bismark.cov_v1.gz	https://motrpac-data.org/	10030387
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10030387
https://motrpac-data.org/	motrpac-external-1:90026015503_bismark.cov_v1.gz	https://motrpac-data.org/	10030468
https://motrpac-data.org/	motrpac-external-1:90026015804_bismark.cov_v1.gz	https://motrpac-data.org/	10030468
https://motrpac-data.org/	motrpac-external-1:90026016802_bismark.cov_v1.gz	https://motrpac-data.org/	10030468
https://motrpac-data.org/	motrpac-external-1:90026017002_bismark.cov_v1.gz	https://motrpac-data.org/	10030468
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10030468
https://motrpac-data.org/	motrpac-external-1:90027015503_bismark.cov_v1.gz	https://motrpac-data.org/	10030700
https://motrpac-data.org/	motrpac-external-1:90027015804_bismark.cov_v1.gz	https://motrpac-data.org/	10030700
https://motrpac-data.org/	motrpac-external-1:90027016802_bismark.cov_v1.gz	https://motrpac-data.org/	10030700
https://motrpac-data.org/	motrpac-external-1:90027017002_bismark.cov_v1.gz	https://motrpac-data.org/	10030700
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10030700
https://motrpac-data.org/	motrpac-external-1:90040015503_bismark.cov_v1.gz	https://motrpac-data.org/	10030891
https://motrpac-data.org/	motrpac-external-1:90040015804_bismark.cov_v1.gz	https://motrpac-data.org/	10030891
https://motrpac-data.org/	motrpac-external-1:90040016802_bismark.cov_v1.gz	https://motrpac-data.org/	10030891
https://motrpac-data.org/	motrpac-external-1:90040017002_bismark.cov_v1.gz	https://motrpac-data.org/	10030891
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10030891
https://motrpac-data.org/	motrpac-external-1:90014015503_bismark.cov_v1.gz	https://motrpac-data.org/	10030972
https://motrpac-data.org/	motrpac-external-1:90014015804_bismark.cov_v1.gz	https://motrpac-data.org/	10030972
https://motrpac-data.org/	motrpac-external-1:90014016802_bismark.cov_v1.gz	https://motrpac-data.org/	10030972
https://motrpac-data.org/	motrpac-external-1:90014017002_bismark.cov_v1.gz	https://motrpac-data.org/	10030972
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10030972
https://motrpac-data.org/	motrpac-external-1:90045015503_bismark.cov_v1.gz	https://motrpac-data.org/	10031006
https://motrpac-data.org/	motrpac-external-1:90045015804_bismark.cov_v1.gz	https://motrpac-data.org/	10031006
https://motrpac-data.org/	motrpac-external-1:90045016802_bismark.cov_v1.gz	https://motrpac-data.org/	10031006
https://motrpac-data.org/	motrpac-external-1:90045017002_bismark.cov_v1.gz	https://motrpac-data.org/	10031006
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10031006
https://motrpac-data.org/	motrpac-external-1:90034015503_bismark.cov_v1.gz	https://motrpac-data.org/	10031510
https://motrpac-data.org/	motrpac-external-1:90034015804_bismark.cov_v1.gz	https://motrpac-data.org/	10031510
https://motrpac-data.org/	motrpac-external-1:90034016802_bismark.cov_v1.gz	https://motrpac-data.org/	10031510
https://motrpac-data.org/	motrpac-external-1:90034017002_bismark.cov_v1.gz	https://motrpac-data.org/	10031510
https://motrpac-data.org/	motrpac-external-1:MoTrPAC_rrbs_pipeline_qc_metrics_v1.csv	https://motrpac-data.org/	10031510
https://motrpac-data.org/	motrpac-external-1:90044015503_bismark.cov_v1.gz	https://motrpac-data.org/	10031782
https://motrpac-data.org/	motrpac-external-1:90044015804_bismark.cov_v1.gz	https://motrpac-data.org/	10031782
https://motrpac-data.org/	motrpac-external-1:90044016802_bismark.cov_v1.gz	https://motrpac-data.org/	10031782
https://motrpac-data.org/	motrpac-external-1:90044017002_bismark.cov_v1.gz	https://motrpac-data.org/	10031782
