id_namespace	id	project_id_namespace	project	persistent_id	creation_time	assay_type	anatomy
https://motrpac-data.org	90008017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90007017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90123017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90122017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90005017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90121017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90001017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90120017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90119017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90118017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90115017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90114017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90145017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90144017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90117017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90044017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90112017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90110017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90109017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90159017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90160017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90053017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90052017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90156017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90043017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90041017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90040017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90039017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90037017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90038017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90042017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90033017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90034017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90032017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90031017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90029017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90028017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90152017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90155017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90147017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90046017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90146017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90045017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90150017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90047017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90148017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90048017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90050017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90157017002	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	80004887011	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	80005997011	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0001347
https://motrpac-data.org	90120016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90119016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90118016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90117016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90110016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90114016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90115016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	90112016802	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
https://motrpac-data.org	80002886806	https://motrpac-data.org	MoTrPAC			OBI:0002020	UBERON:0002107
