id_namespace	id	persistent_id	creation_time	abbreviation	name	description
https://gtexportal.org	0	https://identifiers.org/dbgap:phs000424.v2.p1		GTEx	Genotype-Tissue Expression (GTEx)	The aim of the Genotype-Tissue Expression (GTEx) Project is to increase our understanding of how changes in our genes affect human health and disease with the ultimate goal of improving health care for future generations. It was launched in 2010 as a two-year pilot project supported by the Office of the Director, National Institutes of Health (NIH). GTEx will create a database that researchers can use to study how inherited changes in genes lead to common diseases.
