collection_id_namespace	collection_id	project_id_namespace	project_id
https://gtexportal.org	V8	https://gtexportal.org	0
https://gtexportal.org	histology	https://gtexportal.org	0
https://gtexportal.org	biobank	https://gtexportal.org	0
